coords_xyz,name,ULS_v_x_max,ULS_v_y_max,ULS_m_xD+_max,ULS_m_xD-_max,ULS_m_yD+_max,ULS_m_yD-_max,ULS_Mx,ULS_My,SLS_kar_v_x_max,SLS_kar_v_y_max,SLS_kar_m_xD+_max,SLS_kar_m_xD-_max,SLS_kar_m_yD+_max,SLS_kar_m_yD-_max,SLS_kar_Mx,SLS_kar_My,SLS_freq_v_x_max,SLS_freq_v_y_max,SLS_freq_m_xD+_max,SLS_freq_m_xD-_max,SLS_freq_m_yD+_max,SLS_freq_m_yD-_max,SLS_freq_Mx,SLS_freq_My
"('7', '3.5', '0')",1-1,-186348.78461199455,-18934.325472038607,-143369.5236244885,0.0,-45592.17191096951,0.0,143369.5236244885,0.0,-169407.98257383954,-17213.022789023977,-130335.9278881879,0.0,-41447.428142704455,0.0,130335.9278881879,0.0,-145669.4243207992,-13938.922761015769,-110549.24933543395,0.0,-34481.48236535654,0.0,110549.24933543395,0.0
"('8', '3.5', '0')",1-1,-250658.57624689204,-44219.87615046028,-328066.05730913446,0.0,-70709.28679148521,0.0,328066.05730913446,0.0,-227871.42833101493,-40199.88655685526,-298241.86422726564,0.0,-64281.16849971572,0.0,298241.86422726564,0.0,-195979.91812252215,-32793.969043265286,-256384.4960152197,0.0,-54992.875836635816,0.0,256384.4960152197,0.0
"('0', '2.5', '0')",1-1,240647.69473396245,38291.50741535331,-313797.7901430184,0.0,-69021.288102183,0.0,313797.7901430184,0.0,218770.62711705503,34810.460532188416,-285270.7125106546,0.0,-62746.62426278444,0.0,285270.7125106546,0.0,187351.58113821372,27575.46532133792,-245104.14188768133,0.0,-53573.183140132845,0.0,245104.14188768133,0.0
"('1', '2.5', '0')",1-1,177849.1048573077,-27938.393409873435,-132430.73763100794,0.0,-41654.404140195984,0.0,132430.73763100794,0.0,161681.001120314,-25398.53891397543,-120391.57719650156,0.0,-37867.63934227388,0.0,120391.57719650156,0.0,138559.8125570381,-20316.357013032044,-102447.2131232468,0.0,-31781.226415028577,0.0,102447.2131232468,0.0
"('2', '2.5', '0')",1-1,136828.97359082507,-34719.90226310603,-10129.825228778474,57260.20850406673,-33359.23102410739,25141.46307875812,57260.20850406673,25141.46307875812,124389.97343248191,-31563.54682779312,-9208.931791721187,52054.7339362326,-30326.5730025744,22855.875030756,52054.7339362326,22855.875030756,105608.54569452044,-24843.73333672368,-5698.864167227817,44184.07910769939,-24219.35996365384,18334.246455051238,44184.07910769939,18334.246455051238
"('3', '2.5', '0')",1-1,84100.44947697938,-48068.47026020548,0.0,152051.7910503905,-6631.812775146121,31124.333504422848,152051.7910503905,31124.333504422848,76454.95248060736,-43698.60838031769,0.0,138228.89810514482,-6028.9205740049565,28294.8480271101,138228.89810514482,28294.8480271101,64188.384730306505,-34381.04331068788,0.0,117444.08452702044,-3542.017499129199,23671.542967444977,117444.08452702044,23671.542967444977
"('4', '2.5', '0')",1-1,-31055.855362976377,-52401.05670216854,0.0,185761.35236149104,-2824.8349782911723,28501.711579939656,185761.35236149104,28501.711579939656,-28232.59517259896,-47637.3232421875,0.0,168873.95322262004,-2568.031742785931,25910.646369534683,168873.95322262004,25910.646369534683,-22587.489810511808,-37474.173847958446,0.0,143536.40380512137,-373.1938705174772,22502.099394050027,143536.40380512137,22502.099394050027
"('5', '2.5', '0')",1-1,-83667.51649101614,-49090.025474913,0.0,151186.56211979737,-6714.516581611165,30229.828578857465,151186.56211979737,30229.828578857465,-76061.37704735312,-44627.29491901398,0.0,137442.32638445235,-6104.105850979945,27481.661748766895,137442.32638445235,27481.661748766895,-63875.18897976126,-35127.783766479,0.0,117107.86940556252,-3602.6952848522183,23020.159316176338,117107.86940556252,23020.159316176338
"('6', '2.5', '0')",1-1,-136841.83962132016,-35991.70942186677,-8655.551212873834,57533.522709395365,-33472.040341785694,26246.570914781536,57533.522709395365,26246.570914781536,-124401.66982358757,-32719.735128879547,-7868.682715402448,52303.201390236885,-30429.12692551369,23860.518496274948,52303.201390236885,23860.518496274948,-105616.6901327128,-25773.59815276488,-4626.281010471298,44380.8616830018,-24303.839628484657,19135.52470442021,44380.8616830018,19135.52470442021
"('7', '2.5', '0')",1-1,-178955.94251862686,-28200.56039553622,-133226.70499931523,0.0,-41229.815364551934,0.0,133226.70499931523,0.0,-162687.21715424955,-25636.87253213949,-121115.18387927896,0.0,-37481.64955459992,0.0,121115.18387927896,0.0,-139360.0465720011,-20509.23672765537,-103025.50829124796,0.0,-31475.224397817383,0.0,103025.50829124796,0.0
"('8', '2.5', '0')",1-1,-247757.18562902333,38810.03109678855,-314229.0864423349,0.0,-68278.63417992581,0.0,314229.0864423349,0.0,-225233.800517934,35281.84568691254,-285662.8000469896,0.0,-62071.48434809299,0.0,285662.8000469896,0.0,-192513.75910882556,27955.86063773545,-245416.18658821107,0.0,-53028.73226184118,0.0,245416.18658821107,0.0
"('0', '1.5', '0')",1-1,398818.96002747386,79458.8972584619,-529369.5364973842,0.0,-90234.96291011214,0.0,529369.5364973842,0.0,362562.68345146114,72235.35958731832,-481245.02331859386,0.0,-82031.78277757624,0.0,481245.02331859386,0.0,307096.86644498166,58625.70470088518,-410827.7597156497,0.0,-69769.41053941545,0.0,410827.7597156497,0.0
"('1', '1.5', '0')",1-1,276425.2329149933,114570.00618700236,-226588.8819752068,0.0,-50740.64046446929,20704.47590884347,226588.8819752068,20704.47590884347,251295.6611317346,104154.5488336332,-205989.8884363712,0.0,-46127.853967905045,18822.25041826004,205989.8884363712,18822.25041826004,214212.27593973296,83790.76871806345,-173712.99659801697,0.0,-38172.44311477578,13674.317809667096,173712.99659801697,13674.317809667096
"('2', '1.5', '0')",1-1,211885.4409212249,124887.52112816744,-12292.520305396176,115481.7222002118,-48349.495953589765,60103.29705475234,115481.7222002118,60103.29705475234,192623.1241375941,113534.10768061562,-11175.01819272368,104983.38163338671,-43954.08630207697,54639.35977458954,104983.38163338671,54639.35977458954,163168.18214324556,91576.77992443301,-7644.981339627022,87946.09216121747,-35861.67893363204,43128.428354628806,87946.09216121747,43128.428354628806
"('3', '1.5', '0')",1-1,132380.65629122872,117512.52652189428,0.0,276950.3933613355,-22765.21569983288,70634.84395127272,276950.3933613355,70634.84395127272,120346.04866869916,106829.56727986684,0.0,251773.07967232048,-20695.65018764557,64213.49311188345,251773.07967232048,64213.49311188345,100884.57414509976,86347.32113131917,0.0,212832.9891771688,-15739.576646633575,51870.09680170881,212832.9891771688,51870.09680170881
"('4', '1.5', '0')",1-1,-55769.144119232194,113330.18090362224,0.0,328039.0733804073,-21170.931116405205,69500.4612135876,328039.0733804073,69500.4612135876,-50699.220827698715,103027.43498385872,0.0,298217.3332726879,-19246.30059776149,63182.23612003648,298217.3332726879,63182.23612003648,-40560.197998537034,83354.93929363793,0.0,252057.3773326296,-14283.222255538314,51871.57948829599,252057.3773326296,51871.57948829599
"('5', '1.5', '0')",1-1,-134649.23027972216,113736.5666442915,0.0,272906.13618560863,-23235.486849237364,73852.59589992568,272906.13618560863,73852.59589992568,-122408.38861353864,103396.87655644766,0.0,248096.4823195297,-21123.169405110693,67138.7220927108,248096.4823195297,67138.7220927108,-102535.28965158334,83600.1572774398,0.0,209889.4347494352,-16080.733057667763,54211.58773139215,209889.4347494352,54211.58773139215
"('6', '1.5', '0')",1-1,-214659.0376449114,124825.15083853892,-11951.834236028895,113078.94779873925,-49303.86736225281,65441.4038142248,113078.94779873925,65441.4038142248,-195144.57564993083,113477.40741854592,-10865.303590920856,102799.04131575597,-44821.69665478388,59492.18399620056,102799.04131575597,59492.18399620056,-165184.20946695792,91530.43776111117,-7396.969169449175,86196.78235049381,-36554.51723245182,47011.93778425735,86196.78235049381,47011.93778425735
"('7', '1.5', '0')",1-1,-278686.03766656294,131137.96151198063,-228695.26988065903,0.0,-53579.7203348359,22069.241829309845,228695.26988065903,22069.241829309845,-253350.9381340692,119216.32607534004,-207904.7864907325,0.0,-48708.83561229706,20062.946682701742,207904.7864907325,20062.946682701742,-215854.26390420157,95840.79633078238,-175244.03588619558,0.0,-39663.027777445815,14602.049548073324,175244.03588619558,14602.049548073324
"('8', '1.5', '0')",1-1,-418022.5738779204,79427.3563164445,-528958.4297058573,0.0,-90218.27252284829,0.0,528958.4297058573,0.0,-380020.513846206,72206.68600428762,-480871.2898798517,0.0,-82016.60969857434,0.0,480871.2898798517,0.0,-321061.0618917134,58604.285804922074,-410521.8301333397,0.0,-69748.16710555076,0.0,410521.8301333397,0.0
"('0', '0.5', '0')",2-1,411375.8204896053,77204.53732075459,-574443.2755808916,0.0,-127666.52028146472,0.0,574443.2755808916,0.0,373978.0109203681,70185.94150063323,-522221.1488642965,0.0,-116060.47058354718,0.0,522221.1488642965,0.0,317993.8792963451,56422.12661362311,-443611.45044044015,0.0,-98129.15931446131,0.0,443611.45044044015,0.0
"('1', '0.5', '0')",2-1,323878.38471437054,29713.327242506217,-246999.63491184227,0.0,-78547.36498719991,0.0,246999.63491184227,0.0,294434.88911743945,27012.115093564837,-224545.1179830339,0.0,-71406.69394073628,0.0,224545.1179830339,0.0,249698.38455738057,21762.106661677728,-188769.553254462,0.0,-59066.814515728,0.0,188769.553254462,0.0
"('2', '0.5', '0')",2-1,238365.4916514384,-19417.02459424353,-17486.792918332445,118150.1613030849,-57962.11487262144,42591.28789795582,118150.1613030849,42591.28789795582,216695.89701108637,-17651.84015762806,-15897.084126651289,107409.2352755343,-52692.83056029677,38719.35179528594,107409.2352755343,38719.35179528594,182835.1164121588,-13912.180993322096,-9859.70762188297,88633.44818359891,-42141.33508630968,30573.103843340185,88633.44818359891,30573.103843340185
