coords_xyz,name,ULS_v_x_max,ULS_v_y_max,ULS_m_xD+_max,ULS_m_xD-_max,ULS_m_yD+_max,ULS_m_yD-_max,ULS_Mx,ULS_My,SLS_kar_v_x_max,SLS_kar_v_y_max,SLS_kar_m_xD+_max,SLS_kar_m_xD-_max,SLS_kar_m_yD+_max,SLS_kar_m_yD-_max,SLS_kar_Mx,SLS_kar_My,SLS_freq_v_x_max,SLS_freq_v_y_max,SLS_freq_m_xD+_max,SLS_freq_m_xD-_max,SLS_freq_m_yD+_max,SLS_freq_m_yD-_max,SLS_freq_Mx,SLS_freq_My
"('5', '10.5', '0')",1-1,-130959.19658860496,13674.46357534719,0.0,317037.34745106817,0.0,48241.24353029543,317037.34745106817,48241.24353029543,-119053.81257024546,12431.330253601074,0.0,288215.76435215125,0.0,43855.675016374014,288215.76435215125,43855.675016374014,-98247.13525484216,5119.053048910533,0.0,238813.74695124404,0.0,36352.73693409258,238813.74695124404,36352.73693409258
"('5', '11.5', '0')",1-1,-303725.09163939976,33532.79854126839,0.0,358596.44725364813,0.0,51074.88624634248,358596.44725364813,51074.88624634248,-276113.7138073624,30484.361649513245,0.0,325996.7633672488,0.0,46431.7137859347,325996.7633672488,46431.7137859347,-226214.4263935799,24186.273604803588,0.0,269672.0561102111,0.0,38207.85654842031,269672.0561102111,38207.85654842031
"('6', '10.5', '0')",1-1,-215011.81034513583,13577.23544671395,-31785.03715825052,160635.86496994272,-32330.11324517754,38480.59459598623,160635.86496994272,38480.59459598623,-195465.2780368976,12342.941047668455,-28895.487699389458,146032.6014145183,-29391.01140403748,34982.3579813972,146032.6014145183,34982.3579813972,-162458.9809734455,7613.58681607716,-21284.745204326093,119585.47626357112,-23497.793585134637,28711.64721266841,119585.47626357112,28711.64721266841
"('6', '11.5', '0')",1-1,-456826.01513144927,37667.436915424434,-37521.714814153886,187341.3547707672,-35202.607826430176,63191.42609255905,187341.3547707672,63191.42609255905,-415296.3686175607,34243.12372636795,-34110.64909172058,170310.31889728474,-32002.370064386832,57446.74977832602,170310.31889728474,57446.74977832602,-342331.8411146265,27180.309089208546,-26016.78879839544,139353.5039797452,-25892.29153365377,47344.082399031264,139353.5039797452,47344.082399031264
"('7', '10.5', '0')",1-1,-359024.21080613823,16030.18332681668,-271430.6329347619,0.0,-67867.45595239119,0.0,271430.6329347619,0.0,-326385.63936485467,14572.893633605105,-246755.1156593642,0.0,-61697.68591854847,0.0,246755.1156593642,0.0,-271974.12452732254,12348.746854553498,-204390.4588914392,0.0,-50630.370688334806,0.0,204390.4588914392,0.0
"('7', '11.5', '0')",1-1,-518246.37476553686,68594.45860012126,-295328.13694989943,0.0,-32756.26725206139,20446.756200726497,295328.13694989943,20446.756200726497,-471133.0580158992,62358.59739534816,-268480.11884959415,0.0,-29778.424129171297,18587.95977980863,268480.11884959415,18587.95977980863,-388655.9348151207,50885.282552773286,-222168.80596668887,0.0,-23780.78451039284,14925.282160426195,222168.80596668887,14925.282160426195
"('8', '10.5', '0')",1-1,-574818.1246607284,14325.511688299852,-646430.3439542705,0.0,-132462.1648348444,0.0,646430.3439542705,0.0,-522561.9205840254,13023.192200541069,-587663.9367731394,0.0,-120420.14732871018,0.0,587663.9367731394,0.0,-435369.94502078416,11920.155333914145,-490243.1585341788,0.0,-100263.05502269045,0.0,490243.1585341788,0.0
"('8', '11.5', '0')",1-1,-685243.3668591409,191760.54394569277,-657188.2262920642,0.0,-76924.4109657783,0.0,657188.2262920642,0.0,-622948.5020496187,174327.76361677545,-597443.8295508897,0.0,-69931.28118109675,0.0,597443.8295508897,0.0,-509033.4041956664,146714.8871897257,-496444.9249028725,0.0,-56232.97093883791,0.0,496444.9249028725,0.0
"('0', '9.5', '0')",1-1,488711.361197864,-58001.52888438022,-578964.8762999827,0.0,-129502.92789371236,0.0,578964.8762999827,0.0,444283.04634368175,-52728.66149316724,-526331.6947762779,0.0,-117729.93199528471,0.0,526331.6947762779,0.0,369885.193667544,-42911.61996071288,-440712.46806438966,0.0,-98451.5597796724,0.0,440712.46806438966,0.0
"('1', '9.5', '0')",1-1,356581.7625060874,-29058.269295849987,-245730.7369069888,0.0,-73247.38198702809,0.0,245730.7369069888,0.0,324165.2318726791,-26416.60787820816,-223391.57432014783,0.0,-66588.52767208253,0.0,223391.57432014783,0.0,270351.40721582464,-21044.379350437448,-185530.37916436023,0.0,-54932.67459447144,0.0,185530.37916436023,0.0
"('2', '9.5', '0')",1-1,262993.3730606184,-17444.516562835008,-26120.078277624256,146340.83717733785,-26531.71020030346,46174.496371772,146340.83717733785,46174.496371772,239084.87958834931,-15858.651077032087,-23745.525192260742,133037.12188162986,-24119.736022949215,41976.81398367556,133037.12188162986,41976.81398367556,198585.0665306296,-12636.848815500884,-16985.939034723437,108981.3834755284,-19166.739467584895,34021.23606125853,108981.3834755284,34021.23606125853
"('3', '9.5', '0')",1-1,161790.05739500542,-15772.249946873017,0.0,293000.36187807063,0.0,65591.19392628764,293000.36187807063,65591.19392628764,147081.86725369943,-14338.408736206484,0.0,266363.959753274,0.0,59628.35685602328,266363.959753274,59628.35685602328,121222.41040384176,-11615.431488430537,0.0,220994.63530508944,0.0,49090.70314685332,220994.63530508944,49090.70314685332
"('4', '9.5', '0')",1-1,-74821.22084912546,-14439.896098063848,0.0,326300.8572555635,0.0,59435.54117286919,326300.8572555635,59435.54117286919,-68019.29020674474,-13127.177991893794,0.0,296637.1367528975,0.0,54032.30902524813,296637.1367528975,54032.30902524813,-54415.96543559543,-10686.176279631272,0.0,246901.3439321535,0.0,44805.96516059536,246901.3439321535,44805.96516059536
"('5', '9.5', '0')",1-1,-162647.26575075477,-15383.98615321459,0.0,290833.5426299107,0.0,65537.76095064793,290833.5426299107,65537.76095064793,-147861.14756021753,-13985.441658712816,0.0,264394.12411582377,0.0,59579.78142467638,264394.12411582377,59579.78142467638,-121846.67043510205,-11332.87239857868,0.0,219416.37234258285,0.0,49052.31557948887,219416.37234258285,49052.31557948887
"('6', '9.5', '0')",1-1,-263461.06743196526,-17441.524375222463,-25465.095240678456,144645.99190707924,-27093.67695480859,45791.00116323128,144645.99190707924,45791.00116323128,-239510.05628035832,-15855.930906534197,-23150.08608067036,131496.35348751728,-24630.614879608154,41628.18198346766,131496.35348751728,41628.18198346766,-198925.16198572068,-12634.128601038605,-16510.603883617077,107747.93014328807,-19576.896137864533,33741.05442475517,107747.93014328807,33741.05442475517
"('7', '9.5', '0')",1-1,-360374.9216818489,-30888.31439538682,-248388.314941847,0.0,-74270.21384444823,0.0,248388.314941847,0.0,-327613.55832135805,-28080.285205364227,-225807.55429947216,0.0,-67518.37479503786,0.0,225807.55429947216,0.0,-273107.4930467659,-22374.90468233709,-187460.72245197344,0.0,-55676.15532037772,0.0,187460.72245197344,0.0
"('8', '9.5', '0')",1-1,-502666.14687964006,-58004.97554363842,-582340.2750911003,0.0,-130212.689171337,0.0,582340.2750911003,0.0,-456969.2148703312,-52731.794819697694,-529400.2390653304,0.0,-118375.16950641292,0.0,529400.2390653304,0.0,-380027.7997578728,-42914.671202020254,-443170.4309427946,0.0,-98969.14079938723,0.0,443170.4309427946,0.0
"('0', '8.5', '0')",1-1,502386.3837037283,-39786.81538807278,-522796.0074230636,0.0,-105919.48764481212,0.0,522796.0074230636,0.0,456714.884709254,-36169.831388684266,-475269.0878033594,0.0,-96290.44131550052,0.0,475269.0878033594,0.0,379513.7031820916,-29062.730300917465,-399342.57072344114,0.0,-80857.50181884866,0.0,399342.57072344114,0.0
"('1', '8.5', '0')",1-1,332074.10644616385,-25118.941654666425,-229374.9450965865,0.0,-64394.27295077308,165.4088191303972,229374.9450965865,165.4088191303972,301885.5450217276,-22835.401013398903,-208522.6729957717,0.0,-58540.24690118616,150.37165049568875,208522.6729957717,150.37165049568875,252182.33315749545,-18484.601087427884,-173531.08517588483,0.0,-48307.85681207904,0.0,173531.08517588483,0.0
"('2', '8.5', '0')",1-1,247198.8110962048,13310.813967245573,-24784.161462642085,140025.64230538957,-25588.71949459247,59471.36472215869,140025.64230538957,59471.36472215869,224726.18720212908,12100.739707946776,-22531.055386781693,127296.03575771795,-23262.47176361084,54064.87585936529,127296.03575771795,54064.87585936529,186935.07325824923,9629.83555834915,-16012.193233899028,104305.261405619,-18380.982308476552,43716.196210195856,104305.261405619,43716.196210195856
"('3', '8.5', '0')",1-1,159399.9236486161,23523.340846749663,0.0,276958.925140037,-389.5501734979263,80479.67993248445,276958.925140037,80479.67993248445,144909.01844117843,21384.85485172272,0.0,251780.83576110195,-354.136513686049,73163.34384356203,251780.83576110195,73163.34384356203,119493.73025878212,17044.020967390188,0.0,209238.53702237803,0.0,60020.99292588604,209238.53702237803,60020.99292588604
"('4', '8.5', '0')",1-1,-79962.31799975056,26280.63669604033,0.0,307338.5233821092,0.0,74765.32444706753,307338.5233821092,74765.32444706753,-72693.01478783092,23891.48738765717,0.0,279398.6517867334,0.0,67968.47534084415,279398.6517867334,67968.47534084415,-58154.831035369134,19028.053387989657,0.0,233057.669876313,0.0,56160.778811829696,233057.669876313,56160.778811829696
"('5', '8.5', '0')",1-1,-161442.78126106248,23316.411255973268,0.0,274384.03329619806,-386.6178187302994,80367.04048120958,274384.03329619806,80367.04048120958,-146766.1616849681,21196.737046003345,0.0,249440.0250447113,-351.4707366823492,73060.94434462252,249440.0250447113,73060.94434462252,-120980.15321216844,16892.868625776093,0.0,207366.22019166584,0.0,59937.659165632496,207366.22019166584,59937.659165632496
"('6', '8.5', '0')",1-1,-248987.98599560163,13315.305145855487,-24574.53563021389,137549.16494937192,-25898.56985569367,59435.3672348062,137549.16494937192,59435.3672348062,-226352.7098026905,12104.822597503662,-22340.48645234108,125044.69275558936,-23544.153903961185,54032.15087157232,125044.69275558936,54032.15087157232,-188236.3740591939,9631.842959748492,-15861.677065969096,102502.18558429874,-18606.315111365264,43689.9667214359,102502.18558429874,43689.9667214359
"('7', '8.5', '0')",1-1,-334244.1623339768,-25389.6605788576,-232066.68889283595,0.0,-65105.674476259264,162.97073365917004,232066.68889283595,162.97073365917004,-303858.3230587988,-23081.509120965737,-210969.71275750565,0.0,-59186.9755467016,148.1552092062493,210969.71275750565,148.1552092062493,-253758.2330852116,-18681.910991001765,-175488.13180085487,0.0,-48822.53461307122,0.0,175488.13180085487,0.0
"('8', '8.5', '0')",1-1,-527390.7201484212,-39821.97205816537,-522305.5725842668,0.0,-105393.12127485622,0.0,522305.5725842668,0.0,-479446.09916628903,-36201.791997166634,-474823.2379595713,0.0,-95811.92644409397,0.0,474823.2379595713,0.0,-397692.53652838577,-29087.452807299826,-398984.7104251897,0.0,-80479.67512656022,0.0,398984.7104251897,0.0
"('0', '7.5', '0')",1-1,403021.7448038969,-42893.39077150804,-476954.9811545693,0.0,-101068.32702931527,0.0,476954.9811545693,0.0,366383.39676140016,-38993.990768054704,-433595.4284601221,0.0,-91880.29539705564,0.0,433595.4284601221,0.0,307379.493968321,-31327.979137854083,-365867.3965883525,0.0,-77317.4646868372,0.0,365867.3965883525,0.0
"('1', '7.5', '0')",1-1,290195.23834939214,-22334.37941426295,-210027.99152663728,0.0,-59777.31860974953,0.0,210027.99152663728,0.0,263813.84757782647,-20303.980848021187,-190934.5337662593,0.0,-54343.01577115472,0.0,190934.5337662593,0.0,221744.42808495127,-16356.832831946784,-159343.06792359907,0.0,-44842.664109922734,0.0,159343.06792359907,0.0
"('2', '7.5', '0')",1-1,212663.14471920911,32088.81150101772,-23269.36682696269,126731.23400387216,-26775.509857687284,49961.6818814439,126731.23400387216,49961.6818814439,193330.1275395602,29171.646186828613,-21153.96938419342,115210.21029149104,-24341.3720703125,45419.709831011685,115210.21029149104,45419.709831011685,161790.46763358187,23242.95889372156,-14898.893139974867,94631.71124216726,-19130.63140189296,36909.52473292305,94631.71124216726,36909.52473292305
"('3', '7.5', '0')",1-1,133405.273048526,43820.062533388606,0.0,250985.6017481316,0.0,68336.21678750047,250985.6017481316,68336.21678750047,121277.51840807284,39836.41962146759,0.0,228168.72409839477,0.0,62123.83213617001,228168.72409839477,62123.83213617001,100589.79663700685,31812.47639856003,0.0,190314.5417282676,0.0,51319.959035142616,190314.5417282676,51319.959035142616
"('4', '7.5', '0')",1-1,-58532.664878218566,47847.93880969584,0.0,278686.9373990287,0.0,60282.279299097354,278686.9373990287,60282.279299097354,-53211.51237232477,43498.12524783611,0.0,253351.75600233555,0.0,54802.07094907873,253351.75600233555,54802.07094907873,-42569.18223224061,34749.70593249916,0.0,212171.08485574444,0.0,45757.838193957934,212171.08485574444,45757.838193957934
"('5', '7.5', '0')",1-1,-133891.84031599955,43662.80293487206,0.0,247557.8314634561,0.0,69563.58415636522,247557.8314634561,69563.58415636522,-121719.85227800692,39693.45635318756,0.0,225052.5693616852,0.0,63239.6206291357,225052.5693616852,63239.6206291357,-100943.3680671632,31697.39257197763,0.0,187821.3848139978,0.0,52213.56504356396,187821.3848139978,52213.56504356396
"('6', '7.5', '0')",1-1,-212933.0188553075,32102.630343632907,-23262.65360426584,124681.20961447028,-27021.957850394625,50875.09613740572,124681.20961447028,50875.09613740572,-193575.4676579684,29184.208770751957,-21147.866454601288,113346.55179606486,-24565.41569519043,46250.086409342686,113346.55179606486,46250.086409342686,-161986.42420390816,23251.06747400413,-14896.555709940858,93139.76303885927,-19308.341411368525,37576.87442754621,93139.76303885927,37576.87442754621
"('7', '7.5', '0')",1-1,-292546.36538551986,-22713.640829477088,-212550.81130345535,0.0,-60685.31832006271,0.0,212550.81130345535,0.0,-265951.23574616143,-20648.763945288338,-193228.00624092965,0.0,-55168.47003536638,0.0,193228.00624092965,0.0,-223454.6569037469,-16634.863680041737,-161176.64179286908,0.0,-45501.2918963461,0.0,161176.64179286908,0.0
"('8', '7.5', '0')",1-1,-412774.2647106067,-43152.2238604616,-480449.26195847907,0.0,-100861.0379707386,0.0,480449.26195847907,0.0,-375249.32375715446,-39229.293571094255,-436772.047303916,0.0,-91691.850802434,0.0,436772.047303916,0.0,-314473.3835797105,-31514.235225982567,-368405.6240837838,0.0,-77171.04232939587,0.0,368405.6240837838,0.0
"('0', '6.5', '0')",1-1,355941.9356685578,-43295.60626282607,-431620.8638425112,0.0,-91769.92913371393,0.0,431620.8638425112,0.0,323583.57120267063,-39359.641207648245,-392382.5954307437,0.0,-83427.20658353898,0.0,392382.5954307437,0.0,273154.94124601,-31621.918240126302,-332795.26183738327,0.0,-70523.59598886172,0.0,332795.26183738327,0.0
"('1', '6.5', '0')",1-1,257624.47653192285,-22487.047764640854,-190505.27433244488,0.0,-56058.571246915584,0.0,190505.27433244488,0.0,234204.06474878508,-20442.77025528584,-173186.60942750337,0.0,-50962.33642303117,0.0,173186.60942750337,0.0,198042.48840076517,-16480.307290325694,-145054.10292638352,0.0,-42091.55108293575,0.0,145054.10292638352,0.0
"('2', '6.5', '0')",1-1,189739.26407441543,6383.619824392572,-19745.52266665637,112821.96160241892,-26754.244511652945,44624.48823121261,112821.96160241892,44624.48823121261,172490.2364951094,5803.290623664856,-17950.474762439728,102565.41747465488,-24322.039937973022,40567.715712099496,102565.41747465488,40567.715712099496,145082.49728401148,4572.916520975481,-12342.71219872015,84547.90009164675,-19046.191426983405,33145.45320512951,84547.90009164675,33145.45320512951
"('3', '6.5', '0')",1-1,117776.1421571458,16847.078570211546,0.0,223286.44745957,-1120.340345759864,59905.26182554584,223286.44745957,59905.26182554584,107069.21790493448,15315.525640964508,0.0,202987.67529064452,-1018.491201342856,54459.3277950762,202987.67529064452,54459.3277950762,89191.25839925489,12221.310671509214,0.0,170142.2720272071,0.0,45326.70588153717,170142.2720272071,45326.70588153717
"('4', '6.5', '0')",1-1,-49693.65609131863,19963.991458060325,0.0,249347.43287987183,0.0,50637.93845874361,249347.43287987183,50637.93845874361,-45176.050012943335,18149.082750320435,0.0,226679.47974303365,0.0,46034.4885597462,226679.47974303365,46034.4885597462,-36140.73019295233,14506.667749834967,0.0,190758.08848049009,0.0,38864.74950261771,190758.08848049009,38864.74950261771
"('5', '6.5', '0')",1-1,-118365.41248546966,17322.715005491307,0.0,221093.1170285393,-1151.2922207152567,60765.07690775377,221093.1170285393,60765.07690775377,-107604.9181917997,15747.922390937803,0.0,200993.73857837956,-1046.6292688742458,55240.97785286886,200993.73857837956,55240.97785286886,-89618.81721307366,12568.042153112914,0.0,168544.82523500454,0.0,45952.60195138297,168544.82523500454,45952.60195138297
"('6', '6.5', '0')",1-1,-190090.53258941424,7204.721590137405,-19581.180161877208,110268.10293660358,-27010.228453511056,42740.38226225988,110268.10293660358,42740.38226225988,-172809.57150182326,6549.746758162975,-17801.072488605976,100243.72782878036,-24554.75260734558,38854.892141085096,100243.72782878036,38854.892141085096,-145335.29254859767,5169.565291355941,-12223.578836828112,82688.12506238598,-19227.426242978967,31778.094824247648,82688.12506238598,31778.094824247648
"('7', '6.5', '0')",1-1,-260120.7160895064,-22771.226258768704,-192677.28286003252,0.0,-57038.63032217008,0.0,192677.28286003252,0.0,-236473.37338831145,-20701.114335257156,-175161.16259160402,0.0,-51853.29919940599,0.0,175161.16259160402,0.0,-199859.1315643428,-16691.14914000458,-146634.75952773483,0.0,-42800.853805059625,0.0,146634.75952773483,0.0
"('8', '6.5', '0')",1-1,-364220.6209126908,-43462.25106948518,-434280.2874483217,0.0,-92213.63215679397,0.0,434280.2874483217,0.0,-331109.6485342136,-39511.13648314568,-394800.25320180645,0.0,-83830.57295941445,0.0,394800.25320180645,0.0,-279186.51866663207,-31752.58089891502,-334726.01329944393,0.0,-70848.00234947365,0.0,334726.01329944393,0.0
"('0', '5.5', '0')",1-1,345426.5202112576,-44708.55330415232,-388775.1281257724,0.0,-82814.09332125878,0.0,388775.1281257724,0.0,314024.10281107086,-40644.138493580176,-353431.9274363968,0.0,-75285.53783872032,0.0,353431.9274363968,0.0,265474.2460124852,-32760.219014157607,-301457.3168449026,0.0,-63983.05753782184,0.0,301457.3168449026,0.0
"('1', '5.5', '0')",1-1,236626.58603228768,-22279.573207272744,-172621.20433984968,0.0,-52538.17537165909,979.5836127613288,172621.20433984968,979.5836127613288,215115.07379734263,-20254.15702678904,-156928.36433057158,0.0,-47761.976605671225,890.5305377540247,156928.36433057158,890.5305377540247,182711.7396935757,-16365.294737221007,-131982.9853540227,0.0,-39507.02320099156,0.0,131982.9853540227,0.0
"('2', '5.5', '0')",1-1,176061.43780997436,16762.06783145054,-15878.027482809308,102523.31870593368,-25834.26598695984,48780.5374401516,102523.31870593368,48780.5374401516,160055.8492495177,15238.243152856829,-14434.570126056671,93203.01504621495,-23485.69584274292,44345.94218795974,93203.01504621495,44345.94218795974,135068.2909732673,12147.021515466084,-9579.949101938088,77111.5821105857,-18351.895574247872,36308.08946080008,77111.5821105857,36308.08946080008
"('3', '5.5', '0')",1-1,110840.05999039624,29239.411446269794,0.0,200651.1162196107,-4038.188406141076,61744.409382930346,200651.1162196107,61744.409382930346,100763.68879788516,26581.28255813993,0.0,182410.10188109783,-3671.080289650637,56131.28008753129,182410.10188109783,56131.28008753129,84103.82065026574,21301.746643881943,0.0,153633.62088146608,-1311.4238343932402,46802.518088637225,153633.62088146608,46802.518088637225
"('4', '5.5', '0')",1-1,-48941.181622812655,33934.74104366883,0.0,226951.50200826715,-2750.5586814453222,51491.613339393065,226951.50200826715,51491.613339393065,-44491.98232912831,30849.76391870404,0.0,206319.54302487272,-2500.5078380259724,46810.55661866724,206319.54302487272,46810.55661866724,-35594.72012228744,24748.744393666027,0.0,174348.10217539227,-115.42690793182642,39580.891607059086,174348.10217539227,39580.891607059086
"('5', '5.5', '0')",1-1,-112104.71607478324,28979.45997178632,0.0,198920.82645642257,-4163.266154042386,62735.69949707498,198920.82645642257,62735.69949707498,-101913.3761224091,26344.96304100431,0.0,180837.11122138408,-3784.7873307327495,57032.45289903946,180837.11122138408,57032.45289903946,-85023.53088888801,21115.8406914752,0.0,152373.18361651382,-1408.34346890679,47518.26580514901,152373.18361651382,47518.26580514901
"('6', '5.5', '0')",1-1,-177194.21129186303,16738.965098392735,-16772.98726572866,99702.44392206176,-26263.190633097347,46523.90632434591,99702.44392206176,46523.90632434591,-161085.6433016417,15217.240668714046,-15248.169859928155,90638.58348009575,-23875.62733078003,42294.459399873806,90638.58348009575,42294.459399873806,-135888.367264454,12137.23568959267,-9991.199350957586,75052.37144337958,-18663.211174942044,34663.83432025544,75052.37144337958,34663.83432025544
"('7', '5.5', '0')",1-1,-238272.11791800556,-22549.172206989744,-174646.30402706834,0.0,-53572.24312964853,983.5830249790178,174646.30402706834,983.5830249790178,-216611.0118428444,-20499.247021219584,-158769.3640063223,0.0,-48702.03818346816,894.1663669640278,158769.3640063223,894.1663669640278,-183897.23166383148,-16560.73951251896,-133462.62909428068,0.0,-40262.06635185869,0.0,133462.62909428068,0.0
"('8', '5.5', '0')",1-1,-359681.98643839604,-44864.9458948223,-388904.5918559513,0.0,-82756.3225236063,0.0,388904.5918559513,0.0,-326983.61728212493,-40786.31357292588,-353549.62173400854,0.0,-75233.01893290186,0.0,353549.62173400854,0.0,-275818.4250681364,-32888.095766718834,-301534.5641100893,0.0,-63943.86518035761,0.0,301534.5641100893,0.0
"('0', '4.5', '0')",1-1,274142.72476991743,-44974.09788084255,-353835.53544095915,0.0,-77834.51373356176,0.0,353835.53544095915,0.0,249220.6538095548,-40885.54265304384,-321668.6620376509,0.0,-70758.64740095576,0.0,321668.6620376509,0.0,213471.4553544357,-33079.41181491977,-275701.4015518744,0.0,-60310.009358651165,0.0,275701.4015518744,0.0
"('1', '4.5', '0')",1-1,203987.08808583315,-21868.849001897222,-155937.54184368486,0.0,-50081.21851601184,0.0,155937.54184368486,0.0,185442.8035749719,-19880.771395514443,-141761.39875166985,0.0,-45528.3795128507,0.0,141761.39875166985,0.0,158803.52908857775,-16126.258281593357,-119777.87475223662,0.0,-37725.92381107372,0.0,119777.87475223662,0.0
"('2', '4.5', '0')",1-1,150109.76653384286,27293.213850022887,-11034.967119021132,78213.20112449306,-27972.406087673266,39285.01672238232,78213.20112449306,39285.01672238232,136463.42132360206,24812.012053975443,-10031.78807258606,71102.90863463745,-25429.45951759308,35713.65081804441,71102.90863463745,35713.65081804441,116043.6223454045,19879.784116529096,-6166.525267390193,59476.68588660665,-19875.031587022127,29550.106030011335,59476.68588660665,29550.106030011335
"('3', '4.5', '0')",1-1,90574.98441896804,40402.058141950816,0.0,177634.85180358327,-6612.2530113552975,48835.3068693992,177634.85180358327,48835.3068693992,82340.89322073864,36729.14297434537,0.0,161486.22559012487,-6011.138970944161,44395.732605355355,161486.22559012487,44395.732605355355,69281.75029795239,29550.118421322084,0.0,136794.87905426027,-3045.246237206697,37506.28129022962,136794.87905426027,37506.28129022962
"('4', '4.5', '0')",1-1,-31982.839105504638,45150.40638381002,0.0,203967.34082147255,-4526.162496882237,38136.3616896599,203967.34082147255,38136.3616896599,-29075.307647541165,41045.823102095404,0.0,185424.85148402923,-4114.693089800281,34669.41901943648,185424.85148402923,34669.41901943648,-23262.934469376414,33049.97793888393,0.0,157437.47787144507,-1380.0604035499791,29900.6998030366,157437.47787144507,29900.6998030366
"('5', '4.5', '0')",1-1,-90796.93465323273,40023.770591027045,0.0,175971.0135158344,-6877.0333201371,50359.304066394274,175971.0135158344,50359.304066394274,-82542.66615660595,36385.24520823209,0.0,159973.64536131933,-6251.848337346744,45781.18457259473,159973.64536131933,45781.18457259473,-69448.59813824514,29278.122603285177,0.0,135588.24467933504,-3204.4542893195585,38613.868938017215,135588.24467933504,38613.868938017215
"('6', '4.5', '0')",1-1,-150382.61889533233,27089.00967002925,-10141.868123957633,82007.06020440148,-27678.50522757388,40745.63215626198,82007.06020440148,40745.63215626198,-136711.46891957984,24626.37189436851,-9219.87991285324,74551.87135979997,-25162.27692329376,37041.4830018823,74551.87135979997,37041.4830018823,-116240.01701477352,19736.912761593405,-5523.368531639075,62230.56946952524,-19140.86615015376,30607.94885082198,62230.56946952524,30607.94885082198
"('7', '4.5', '0')",1-1,-205136.1987714832,-22223.61259677524,-157674.45245567223,0.0,-49454.94287415704,0.0,157674.45245567223,0.0,-186487.44963019347,-20203.28374750419,-143340.4083647069,0.0,-44959.03803259557,0.0,143340.4083647069,0.0,-159617.61226691693,-16378.237787140217,-121051.45017937748,0.0,-37278.467031576765,0.0,121051.45017937748,0.0
"('8', '4.5', '0')",1-1,-279526.0677683731,-45199.39745161325,-355769.7726553478,0.0,-77626.94421398235,0.0,355769.7726553478,0.0,-254114.6018838956,-41090.360440214245,-323427.05946716486,0.0,-70569.94784179171,0.0,323427.05946716486,0.0,-217340.85270859447,-33237.429514852825,-277080.68303489976,0.0,-60152.92498086077,0.0,277080.68303489976,0.0
"('0', '3.5', '0')",1-1,245989.80705924288,-44014.449815822845,-327873.18400161224,0.0,-70803.50355313747,0.0,327873.18400161224,0.0,223627.09279787284,-40013.135347596224,-298066.5248605912,0.0,-64366.820099361335,0.0,298066.5248605912,0.0,192613.02394333048,-32655.3946820258,-256263.5957627321,0.0,-55076.99111435151,0.0,256263.5957627321,0.0
"('1', '3.5', '0')",1-1,185313.2198934281,-18706.298080049437,-142132.37778144336,0.0,-45400.02328569865,0.0,142132.37778144336,0.0,168466.56012282026,-17005.725164435964,-129211.24987343264,0.0,-41272.747578062495,0.0,129211.24987343264,0.0,144928.9295921787,-13773.958866127978,-109645.00370995996,0.0,-34336.15417513998,0.0,109645.00370995996,0.0
"('2', '3.5', '0')",1-1,137132.75312704552,15353.605792315311,-9547.264226909425,63023.50183811392,-30878.586673872007,31709.907532895424,63023.50183811392,31709.907532895424,124666.13665825776,13957.82315076006,-8679.33092725277,57294.09140102036,-28071.441814749967,28827.18807015841,57294.09140102036,28827.18807015841,106426.99546023908,11365.834515124016,-5234.567230293984,48427.049682527984,-22102.008332474597,24101.45606442708,48427.049682527984,24101.45606442708
"('3', '3.5', '0')",1-1,81524.18545832657,28196.74885379443,0.0,159171.08563438506,-5772.030635216566,35278.132814132565,159171.08563438506,35278.132814132565,74112.89434129458,25633.40750497763,0.0,144700.98397638972,-5247.300463737432,32071.029185258794,144700.98397638972,32071.029185258794,62625.88325839571,20887.50902992067,0.0,123181.11196348089,-2663.4257125950744,27617.52195397009,123181.11196348089,27617.52195397009
"('4', '3.5', '0')",1-1,-25607.50248938017,33155.65960856631,0.0,187655.67596722476,-2771.1477929372977,25466.398947915863,187655.67596722476,25466.398947915863,-23279.547213047743,30141.50809544833,0.0,170596.0655656048,-2519.2252117038984,23151.27131925319,170596.0655656048,23151.27131925319,-18627.36871219747,24555.520937554407,0.0,145286.3934413664,-181.8148928012611,20592.90978459581,145286.3934413664,20592.90978459581
"('5', '3.5', '0')",1-1,-81649.32485402282,28027.620501587407,0.0,158031.9964139295,-5996.449862013283,34311.19746679885,158031.9964139295,34311.19746679885,-74226.65742582541,25479.654460849208,0.0,143665.44834387477,-5451.317938221578,31191.997070371555,143665.44834387477,31191.997070371555,-62721.6383361874,20762.780558342038,0.0,122354.50190445047,-2822.0048297269864,26916.844402369483,122354.50190445047,26916.844402369483
"('6', '3.5', '0')",1-1,-137271.99315515463,15052.14476092475,-7037.168890548142,62226.5453839202,-30820.143376125103,32601.542614295755,62226.5453839202,32601.542614295755,-124792.71849924972,13683.767673617724,-6397.426083833096,56569.58554927475,-28018.311545222536,29637.765399317195,56569.58554927475,29637.765399317195,-106526.93589656902,11142.159883672595,-3217.0823166397718,47844.98481960668,-22063.18946451036,24750.12985757033,47844.98481960668,24750.12985757033
